,StateFIPS,CountyFIPS,TractCode,BlockGroup,CensusBlockGroup,State,County,ClassCode,geometry
52135,13,117,130105,1,131171301051,GA,Forsyth County,H1,"MULTIPOLYGON (((-84.07486700021184 34.2580289997386, -84.07402800019202 34.2584260000599, -84.0724559996446 34.25918499998784, -84.07023599979152 34.26015799989182, -84.06955699995552 34.26050499970603, -84.06538299992548 34.26279800022758, -84.06319399970329 34.26403000038425, -84.06007299966917 34.26578899966267, -84.05862400029736 34.26658999972875, -84.05813500023004 34.26692900007333, -84.05785299981608 34.26711999988811, -84.0570600001189 34.26774199979349, -84.05622800042187 34.26832899988347, -84.05617399973028 34.26836999997556, -84.05599699966177 34.26819499999931, -84.05579200010067 34.26795999995409, -84.05559900019364 34.26771899963217, -84.05549699998653 34.26744200034808, -84.05543199968702 34.26705699968085, -84.05543499982537 34.26619300030677, -84.05541899998686 34.26604000044574, -84.05538100003309 34.2659560001693, -84.05532800028692 34.26587600007741, -84.05526700017191 34.26580799963955, -84.05518299989546 34.2657470004238, -84.05510699998803 34.26568600030873, -84.05502299971164 34.26562500019367, -84.05494599975805 34.2655630000325, -84.05486200038098 34.26550600010188, -84.05468700040473 34.26539600042515, -84.05451200042842 34.26529300017188, -84.05441999978314 34.26524299966474, -84.05423700033725 34.26515099991877, -84.05404599962316 34.26506400040336, -84.05394699955434 34.26502600044961, -84.05366500003971 34.26495299978114, -84.05219999993 34.26459100017456, -84.05201699958485 34.26456800001324, -84.05191000004641 34.26455300022081, -84.0518029996087 34.26453300019785, -84.05175700018538 34.26452599987505, -84.05145999997899 34.26432399955297, -84.05084899968153 34.26391200033862, -84.0494610004248 34.26351099983282, -84.04937700014841 34.26361800027053, -84.0492699997107 34.26373600031621, -84.04917099964189 34.26383200024668, -84.0490640001035 34.26389300036175, -84.04889599955072 34.26397299955431, -84.04872099957441 34.26404099999223, -84.04865199998977 34.26406400015355, -84.04840800042882 34.26416700040681, -84.04791200003871 34.26437300001402, -84.04779800017752 34.2644990004286, -84.04766799957849 34.26463999973623, -84.04739300038665 34.26492300019635, -84.04724799999521 34.2651020003571, -84.04714199960358 34.26522399968786, -84.04713400013395 34.26523500019516, -84.04691299983506 34.26557499968652, -84.0467450001816 34.26585700010054, -84.0465619998364 34.26612800000726, -84.04630999990655 34.26643699986772, -84.0460660003456 34.26672299956681, -84.04579100025444 34.26703200032659, -84.04550899984042 34.26735299984114, -84.04537199981792 34.26750499965607, -84.04518800032594 34.26765400023197, -84.04495999970419 34.26783300039273, -84.04473099993567 34.26801599983855, -84.04452500032846 34.26823399999915, -84.04441799989075 34.26840499979096, -84.04413600037606 34.26889399985828, -84.04386899975452 34.26934800011014, -84.04376200021608 34.2695610000402, -84.0436699995708 34.26970600043165, -84.04355599970955 34.26983199994692, -84.04341799964097 34.26993500020018, -84.04318999991852 34.27005700043026, -84.04296799957348 34.27018299994552, -84.04273899980495 34.27034700031385, -84.04251800040538 34.27053399994418, -84.04233500006018 34.27073999955138, -84.04225099978379 34.27093799968901, -84.04222100019894 34.2712020001722, -84.04220500036047 34.27145700024045, -84.04219800003763 34.27165899966315, -84.04218999966872 34.27182700021592, -84.04218200019909 34.27206799963852, -84.04215199971497 34.27223900032965, -84.04206800033791 34.27241799959109, -84.0419609999002 34.27263199956718, -84.04183899967008 34.2728460004426, -84.04168699985513 34.27310899998042, -84.04153399999404 34.27337599970269, -84.04144200024808 34.27348700032485, -84.04129699985663 34.27362799963254, -84.041098999719 34.27376100036992, -84.04086999995047 34.27390199967761, -84.0406719998129 34.27400499993087, -84.04041999988306 34.27412400002265, -84.04014499979189 34.27422700027591, -84.03976400020838 34.27436799958355, -84.03928299961069 34.27452399958298, -84.03901599988842 34.27463100002069, -84.03872600000489 34.27473799955908, -84.03844399959087 34.27487499958164, -84.03813100044528 34.27505099960399, -84.03800199989234 34.27512300022637, -84.03781800040036 34.27520300031824, -84.03748999966371 34.27531400004113, -84.03697900038054 34.27547000004051, -84.03649899982895 34.2756189997171, -84.03603299992295 34.27578700026987, -84.0358650002695 34.27585199967012, -84.03571999987804 34.27591299978519, -84.03559799964792 34.27600000019994, -84.03536899987938 34.27617600022228, -84.03507899999579 34.27648900026719, -84.03497299960424 34.27661099959801, -84.03486600006579 34.27671399985127, -84.03474399983571 34.2768360000814, -84.03462199960558 34.27693900033466, -84.03451500006719 34.27703800040342, -84.03440000015985 34.27712599996499, -84.03427099960692 34.27719100026451, -84.03423999997597 34.27721000024138, -84.03398099972333 34.27728199996437, -84.03378200043892 34.2773319995722, -84.03356100014003 34.27737799989484, -84.03328700009496 34.2774460003327, -84.03300399963484 34.27752600042464, -84.0326529996362 34.27763700014748, -84.03227900037552 34.27779300014691, -84.03198200016914 34.27793500040002, -84.03182199998525 34.27804900026121, -84.03163100017048 34.27821699991466, -84.03142499966395 34.27844599968319, -84.03115799994168 34.2787589997281, -84.03093699964279 34.27899099963497, -84.03040300019826 34.27956700011703, -84.0301510002684 34.27981499986242, -84.02983800022349 34.28009700027638, -84.02951000038615 34.28034199988343, -84.02928099971831 34.28051699985969, -84.02907500011111 34.28066999972077, -84.02889199976596 34.28078399958196, -84.02870900032008 34.28086000038878, -84.02851799960598 34.28093700034236, -84.02828200041392 34.2810470000191, -84.02812899965359 34.28114299994957, -84.02804500027651 34.2812300003643, -84.02796900036903 34.28135199969506, -84.02789999988505 34.28125699981075, -84.02771700043917 34.28108900015729, -84.02746499961 34.28094399976584, -84.02723599984148 34.28084899988147, -84.0270759996576 34.2807990002737, -84.02685500025802 34.28075700013551, -84.02661800012055 34.28074200034308, -84.02626800016805 34.28073500002029, -84.02565699987059 34.28071900018176, -84.02520699980317 34.28068899969765, -84.02449700033628 34.28065399988225, -84.02416200017615 34.28063199976702, -84.02386399992361 34.28060100013607, -84.02349800013258 34.28054400020551, -84.02303300027273 34.28044800027504, -84.0222619997914 34.28026499992984, -84.02233100027541 34.27996799972345, -84.02236900022916 34.27981099967792, -84.0224450001366 34.27961699972479, -84.0226509997438 34.27920899979557, -84.02287200004275 34.27877799970497, -84.02297899958114 34.278544999752, -84.02303300027273 34.27846100037493, -84.02310900018018 34.27834699961437, -84.02326900036405 34.27817099959202, -84.02355099987869 34.27793799963905, -84.02369600027015 34.27779700033136, -84.0238110001775 34.27765600012435, -84.02387999976213 34.27753399989422, -84.0239409998772 34.27741599984859, -84.02399399962337 34.27727100035645, -84.02403999994601 34.2770839998268, -84.02407799989976 34.2768360000814, -84.02411599985345 34.27659599980558, -84.0241539998072 34.27634800006018, -84.02418500033747 34.27617600022228, -84.02422999971469 34.27598899969263, -84.02429099982976 34.27581399971638, -84.02436000031372 34.27568400001667, -84.0246579996669 34.27516500036455, -84.02471100031238 34.2750199999731, -84.0247569997357 34.27487499958164, -84.02477999989702 34.27478399988172, -84.02484800033488 34.27453900027467, -84.02490899955063 34.27436000011397, -84.0249400000809 34.27424600025279, -84.02494799955048 34.2741579997919, -84.02493199971195 34.27404399993071, -84.02489399975826 34.27386000043873, -84.02481000038119 34.27361599997846, -84.02470299994343 34.27338400007159, -84.02452799996718 34.27313600032619, -84.02442899989836 34.27298299956584, -84.02439800026747 34.27294899979654, -84.02429900019865 34.27282300028128, -84.02413900001483 34.27267399970538, -84.02405499973838 34.27257499963656, -84.02394800019999 34.27245300030575, -84.02387200029256 34.27231900042159, -84.0238110001775 34.27218999986866, -84.02376499985485 34.27204799961555, -84.02371900043147 34.27175100030848, -84.02371200010867 34.27158699994015, -84.02371200010867 34.27136899977955, -84.02371900043147 34.2712359999415, -84.02375000006242 34.27103399961942, -84.02379600038506 34.27088900012728, -84.02387999976213 34.27074799992033, -84.02402400010749 34.27054200031313, -84.02411599985345 34.27044999966779, -84.02416200017615 34.27035899996793, -84.02418500033747 34.27025899985301, -84.02420000012984 34.270117999646, -84.02419199976094 34.2699120000388, -84.02418500033747 34.26959599985554, -84.02416200017615 34.26922199969556, -84.02413900001483 34.26911500015717, -84.02410100006108 34.26902300041121, -84.02402400010749 34.26890500036552, -84.02391799971588 34.26878300013539, -84.02378800001617 34.26866500008975, -84.0236279998323 34.26852399988275, -84.0234679996484 34.26843999960636, -84.02346000017883 34.26843200013673, -84.02329999999495 34.2683140000911, -84.02319999988003 34.26822200034508, -84.02309400038774 34.26808500032257, -84.02296399978871 34.26786800020807, -84.02288799988128 34.2676350002551, -84.02281900029658 34.26734899965663, -84.02278100034283 34.26709699972679, -84.02275800018151 34.26680299965875, -84.02275800018151 34.26623500044496, -84.02274999981262 34.26603300012289, -84.0227269996513 34.26593300000798, -84.02267399990512 34.26580799963955, -84.02258999962874 34.26568600030873, -84.02239899981396 34.26548299994057, -84.02217800041433 34.26526199964161, -84.02200300043808 34.2650980001726, -84.02193399995411 34.26499099973489, -84.02188799963143 34.26489599985058, -84.02188100020794 34.26480099996621, -84.02188400034629 34.2647359996667, -84.02188799963143 34.26468199987443, -84.02192599958516 34.26455300022081, -84.02202599970008 34.26436599969117, -84.02223200020661 34.26405999996905, -84.02245999992903 34.26382399987773, -84.02262100015901 34.2636410004319, -84.02270500043539 34.26351900020177, -84.02271199985887 34.26351099983282, -84.02277299997395 34.26336999962582, -84.02280399960483 34.26325899990297, -84.02283400008901 34.26313000024937, -84.02284999992753 34.26300399983478, -84.02284999992753 34.26288199960464, -84.0228649997199 34.26272499955911, -84.02285700025033 34.26254200011329, -84.02284999992753 34.2621760003222, -84.02282699976621 34.26137100007162, -84.02282699976621 34.26115399995717, -84.02283400008901 34.26110400034941, -84.02282699976621 34.26063100012061, -84.02282000034268 34.26003200037655, -84.02281900029658 34.25991400033092, -84.02285700025033 34.25937999998706, -84.02288000041165 34.25878899971264, -84.02288000041165 34.25862500024363, -84.02289500020407 34.25835400033691, -84.02291800036539 34.25804499957712, -84.02294899999629 34.25777799985485, -84.02301000011136 34.25753700043225, -84.02302800004213 34.25744399974087, -84.0230480000651 34.25734299957981, -84.02319299955724 34.25706400020351, -84.0237269999011 34.25631699992965, -84.02387200029256 34.25605300034573, -84.02405499973838 34.25573700016247, -84.0241539998072 34.25550000002506, -84.02425299987601 34.25527500044097, -84.0243370001524 34.25511500025709, -84.02448199964455 34.25487099979688, -84.02469599962063 34.25454299995954, -84.0248410000121 34.2542489998915, -84.02491699991958 34.25405499993838, -84.02494799955048 34.25387499973152, -84.0249400000809 34.25364299982465, -84.02491699991958 34.25334499957211, -84.02490200012716 34.25308600021879, -84.02484800033488 34.25286099973539, -84.02476500010465 34.25260899980555, -84.02468800015107 34.25246400031341, -84.02468099982826 34.25243699996764, -84.0245429997596 34.25218199989946, -84.02442899989836 34.25201000006149, -84.02405199960009 34.25141300040968, -84.02398600015376 34.25130800006423, -84.02392500003867 34.25119400020299, -84.02376499985485 34.25090699955842, -84.0236580003164 34.25073199958217, -84.02348999976363 34.25045000006747, -84.02347499997126 34.25043400022901, -84.0233070003178 34.25013299983812, -84.02319299955724 34.24994200002334, -84.0231169996498 34.24982800016215, -84.02303300027273 34.24969799956307, -84.02278100034283 34.2493889997026, -84.02233100027541 34.24898900014227, -84.02198699970023 34.24872499965903, -84.02155999979414 34.24831300044468, -84.02120899979548 34.24794299956983, -84.02096500023453 34.24765699987069, -84.02078199988932 34.24739799961804, -84.02063700039719 34.24716899984952, -84.02053800032843 34.24694400026544, -84.02046899984441 34.24674199994337, -84.02044599968309 34.24663899969016, -84.02043099989072 34.24655899959822, -84.02044599968309 34.24645900038263, -84.02076700009695 34.24633400001414, -84.02128599974907 34.24620799959956, -84.02154500000171 34.24616200017624, -84.02174300013928 34.24613099964597, -84.02200300043808 34.24611599985354, -84.02242199997528 34.24610900043007, -84.02298699995004 34.24612000003805, -84.02340600038656 34.24614999962284, -84.02376499985485 34.24622300029131, -84.02411599985345 34.24631500003727, -84.02593900028461 34.24676099992024, -84.02647399977525 34.24688500024263, -84.02684699988907 34.24697800003474, -84.02719099956494 34.24705099980383, -84.02784700013893 34.24718399964195, -84.02824399956091 34.24728699989521, -84.02858700008994 34.24738299982562, -84.02897600004235 34.24745500044799, -84.02960200013217 34.24759599975562, -84.02992999996951 34.24765000044721, -84.03028099996811 34.24771399980131, -84.03063900028957 34.24776000012395, -84.03096700012691 34.24776000012395, -84.03126500037945 34.24774500033158, -84.03166099975527 34.24768800040096, -84.03211199986886 34.24757000035527, -84.03292000025777 34.24720000037979, -84.03407999979214 34.24657400028991, -84.03441599999837 34.24642100042888, -84.03447700011344 34.24639500012921, -84.0347819997894 34.24625700006055, -84.03507899999579 34.24617299978416, -84.0354380003634 34.24609699987667, -84.03573599971656 34.24607000043022, -84.03604799971538 34.24605499973848, -84.03633799959897 34.24608600026875, -84.03684899978145 34.24616999964582, -84.03733799984879 34.2462650004295, -84.03749800003266 34.24629900019875, -84.03790199977743 34.24638699976026, -84.03928299961069 34.24669599962073, -84.03977900000081 34.24679499968954, -84.04058800043583 34.24696700042676, -84.04107599955768 34.24706999978071, -84.04122099994913 34.24710000026488, -84.04179300024674 34.24722199959564, -84.0421440002454 34.24729900044855, -84.04239600017524 34.24735600037917, -84.04313600012625 34.24747000024036, -84.04367799993969 34.24759199957117, -84.04458600044353 34.24778300028527, -84.04494399986567 34.24786699966234, -84.04540999977161 34.24795900030767, -84.04582199988533 34.24803100003067, -84.04665300043558 34.24820700005307, -84.04690500036544 34.24825200032961, -84.04724799999521 34.24830600012189, -84.0475610000401 34.24833200042156, -84.04794299966966 34.24832099991426, -84.04811799964591 34.24831000030633, -84.04836200010618 34.24828299996051, -84.04867500015109 34.24821799966099, -84.04909499973439 34.24813400028393, -84.04959100012451 34.24802699984622, -84.05073499982035 34.24780600044659, -84.05111600030313 34.24773699996263, -84.05139899986392 34.24766900042408, -84.05153599988643 34.24765299968624, -84.05170400043926 34.24766500023964, -84.05189500025404 34.24768000003201, -84.05210800018405 34.24771399980131, -84.05235199974493 34.24774500033158, -84.05250499960601 34.24778699957045, -84.05287899976599 34.24792000030783, -84.0530620001112 34.24798899989247, -84.05331400004104 34.24808799996129, -84.05350399980973 34.24818399989175, -84.05371000031624 34.24826399998369, -84.05395499992329 34.24835200044453, -84.05417600022218 34.24841599979862, -84.05438900015218 34.24846200012126, -84.05494599975805 34.24854600039765, -84.05522099984921 34.2485729998441, -84.05624300021424 34.24862200030515, -84.05693000041913 34.24866100030499, -84.05743400027887 34.24867600009736, -84.05822699997606 34.24873700021243, -84.0584789999059 34.24877900035062, -84.05881500011213 34.2488320000968, -84.05916500006464 34.24893100016556, -84.05941699999454 34.2490039999347, -84.05970699987813 34.24910700018796, -84.06002800029194 34.24925900000289, -84.06031700012943 34.2494309998408, -84.06047800035941 34.24955700025544, -84.06137799959498 34.25007599990749, -84.06191199993879 34.25042299972171, -84.0622169996148 34.25060900020526, -84.06253800002867 34.25080400020448, -84.06320100002608 34.25121300017986, -84.06482600031961 34.25219300040669, -84.06521600031812 34.25242200017522, -84.06571900013171 34.25270799987437, -84.06588199955462 34.25280599989702, -84.06646699955235 34.25315799994178, -84.06688599998887 34.25340599968717, -84.06809199984588 34.25411900019174, -84.06862600018974 34.25441700044428, -84.06896899981945 34.25460800025905, -84.06989999958529 34.2551419997036, -84.07067100006657 34.25558799958657, -84.07145600029412 34.25605300034573, -84.07222699987609 34.2564919999059, -84.07296699982714 34.2569229999965, -84.07372199957058 34.25735800027155, -84.07463800044331 34.25787299973922, -84.07486700021184 34.2580289997386)))"
52813,13,117,130104,2,131171301042,GA,Forsyth County,H1,"MULTIPOLYGON (((-83.99915299981103 34.26512100033398, -83.99914500034146 34.26532299975668, -83.99912999964972 34.26554400005563, -83.99899199958105 34.26557899987102, -83.99885499955855 34.26562500019367, -83.99856499967495 34.26566999957089, -83.997581000163 34.26586499957011, -83.99651300037465 34.26603300012289, -83.99597900003079 34.26612800000726, -83.99527700003347 34.26623500044496, -83.99372100022396 34.26655099972891, -83.99333899969503 34.26663900018974, -83.99302599965011 34.26669299998201, -83.9924770004132 34.26675700023543, -83.99214899967654 34.26679900037363, -83.9917599997242 34.26682599982007, -83.99166799997818 34.2668409996125, -83.99156899990936 34.26689100011959, -83.99149300000192 34.26696299984263, -83.98628299986053 34.26601300009992, -83.98533600025615 34.26638400012155, -83.98561000030122 34.26647900000592, -83.98599199993083 34.26668499961312, -83.98613700032229 34.26687999961234, -83.98616699990708 34.26712400007261, -83.9860530000459 34.26734500037151, -83.98592300034613 34.26769999965529, -83.98589299986202 34.26792099995424, -83.98603800025347 34.26814200025314, -83.9864040000445 34.26842399976783, -83.98739599992541 34.26904599967321, -83.9877619997165 34.26940099985632, -83.98795999985407 34.26974400038535, -83.98802900033803 34.27003000008449, -83.98799799980782 34.27044200019822, -83.98799799980782 34.27074399973583, -83.98802900033803 34.27096500003478, -83.98816600036059 34.27130799966449, -83.98822699957634 34.27159500030905, -83.98819699999154 34.27179999987015, -83.98806700029178 34.27207499996132, -83.98783799962393 34.27252900021324, -83.98728900038702 34.27324199981848, -83.98660999965171 34.27414700018397, -83.98616699990708 34.27482199983547, -83.98591600002334 34.27542399971787, -83.98585499990827 34.27582100003917, -83.9858699997007 34.27618000040673, -83.98602200041495 34.27655399966739, -83.9864040000445 34.27693099996571, -83.98674699967427 34.2772330004027, -83.98714399999557 34.27753800007866, -83.98766299964768 34.27788900007732, -83.98742600040953 34.27862900002839, -83.98739599992541 34.27931900037163, -83.9866559999744 34.28042900029817, -83.98650300011332 34.28107400036487, -83.98695300018079 34.28173400022399, -83.98699100013454 34.28236299955284, -83.98760200043193 34.28350400000966, -83.98753299994797 34.28398499970803, -83.98697600034211 34.28477800030453, -83.98690699985809 34.28509499963457, -83.98724300006438 34.28596100000021, -83.98690699985809 34.28594500016169, -83.98622099969936 34.28607099967695, -83.98553400039378 34.2862509998838, -83.98452699982113 34.28652099974437, -83.98402400000754 34.2867199999281, -83.9833450001716 34.28674600022777, -83.9831609997803 34.2868270003658, -83.982985999804 34.28666299999753, -83.98242099982923 34.28668199997435, -83.98229200017562 34.2866890002972, -83.98217700026834 34.2866850001127, -83.98167399955543 34.28623099986084, -83.98141400015595 34.28598700029988, -83.98136100040978 34.28580800013913, -83.98129199992582 34.2856019996326, -83.98124599960317 34.28539199984095, -83.98085699965077 34.28517899991095, -83.97999500036894 34.2846479997055, -83.97889700009642 34.28404599982309, -83.97762199975546 34.28348099984834, -83.97728699959532 34.28331700037933, -83.97679100010453 34.28322899991844, -83.97589800029245 34.28305800012663, -83.97588299960069 34.28314899982655, -83.97566200020111 34.28348900021723, -83.97515100001857 34.28404199963865, -83.97502599965014 34.28419300030674, -83.97494500041142 34.28429399956849, -83.97448699997506 34.28495699956591, -83.97430399962987 34.28525499981845, -83.97401399974626 34.28543399997915, -83.97279300009683 34.28533099972589, -83.97270000030471 34.28542000023288, -83.97256899965959 34.28554799984039, -83.97291799956599 34.28575100020856, -83.97293700044219 34.28612200023019, -83.97384400000057 34.28619900018379, -83.97412600041457 34.2862230003912, -83.97556200008621 34.28531900007187, -83.9763499995528 34.28556100043988, -83.9763139996913 34.28609599993052, -83.97732400040223 34.28646699995215, -83.97590599976206 34.28644499983693, -83.97527300024871 34.28638000043674, -83.97505900027261 34.28644900002138, -83.97500599962719 34.28659799969796, -83.97494500041142 34.28666600013582, -83.97476100002012 34.28668199997435, -83.97424999983758 34.28683399978934, -83.97414300029919 34.28688500034252, -83.97320500021056 34.28733799964903, -83.97320500021056 34.28734900015627, -83.97337299986401 34.28790199957768, -83.97317499972644 34.28824199996836, -83.9732430001643 34.28863099992077, -83.97300700007298 34.2890009998963, -83.97296099975028 34.28937099987178, -83.97302199986535 34.28957300019385, -83.97322800037188 34.29020599970716, -83.97315899988791 34.29027500019117, -83.97296099975028 34.29015299996104, -83.97273199998176 34.29019500009923, -83.97251099968287 34.29031700032937, -83.97235100039831 34.29063399965941, -83.97225100028339 34.29094999984267, -83.97226600007582 34.29116299977267, -83.9718469996393 34.29057599968269, -83.97264799970537 34.28961500033206, -83.97252400028236 34.28822199994539, -83.9724569998906 34.28745200040954, -83.97193099991568 34.28565200013975, -83.97151599966361 34.28542499956416, -83.97094000008093 34.28510900028022, -83.97010000001495 34.2846479997055, -83.96993799973887 34.28374100014707, -83.9697409996474 34.28263000017444, -83.96997699973872 34.27970400013953, -83.9700620000612 34.27865899961319, -83.97000600017674 34.27825800000676, -83.96992399999255 34.27766699973228, -83.96997799978483 34.27705300019585, -83.97007699985363 34.27620599980708, -83.97001599973856 34.27548900001739, -83.97000099994614 34.27545900043259, -83.95568800000115 34.26339699997163, -83.95558899993239 34.26292799992729, -83.95601599983848 34.2628550001582, -83.95638999999846 34.26274799972049, -83.95677099958192 34.26260300022835, -83.95718299969565 34.26240900027517, -83.95768699955534 34.26203099993074, -83.95815999978413 34.26157699967882, -83.9588310001505 34.26091699981976, -83.95958699994003 34.2600929995923, -83.9600440003303 34.25969600017032, -83.96059399961338 34.25926900026423, -83.96082999970469 34.2591049998959, -83.96171500004715 34.25852900031316, -83.96247099983674 34.25802599960025, -83.96343900040949 34.2573889999025, -83.96375999992404 34.25719800008767, -83.96416899989941 34.25692600013485, -83.96525499961848 34.25620600020682, -83.96547599991744 34.25605699963086, -83.96568999989353 34.2558930001619, -83.96588800003116 34.25573299997802, -83.96601799973087 34.25561099974789, -83.96617799991476 34.25546600025575, -83.96631599998335 34.25530199988742, -83.96648399963686 34.25507700030334, -83.96658299970562 34.25494000028084, -83.96662099965937 34.25486699961237, -83.96669699956686 34.25469899995892, -83.96676600005082 34.25455399956746, -83.96681200037347 34.25441300025983, -83.96685699975069 34.25428000042172, -83.96694900039603 34.25381000033133, -83.96699499981935 34.25348599977912, -83.96720799974936 34.25243299978314, -83.96729200002574 34.25222299999149, -83.96737600030212 34.25203300022281, -83.96740699993308 34.2519720001078, -83.96747500037094 34.25185700020046, -83.9676130004396 34.25165900006283, -83.96774200009321 34.25150200001735, -83.96778800041585 34.25146400006361, -83.96789499995424 34.251357999672, -83.96810899993034 34.25119400020299, -83.96835999981408 34.25102899978856, -83.96860500032047 34.25086500031955, -83.96871099981274 34.25081199967411, -83.96879500008913 34.25077799990481, -83.96888699983515 34.25074700027392, -83.96908499997272 34.25068600015885, -83.96948200029404 34.25058299990559, -83.97016100013003 34.25041500025213, -83.97100000014984 34.25022499958413, -83.97141999973314 34.25013299983812, -83.97170200014716 34.25008700041479, -83.97193900028458 34.25006800043792, -83.9720679999382 34.2500379999538, -83.97229699970671 34.25001499979248, -83.97276299961271 34.25, -83.97291700041923 34.2500040001845, -83.9730599998191 34.25000700032285, -83.97435700027529 34.2500379999538, -83.97547899985591 34.25009099969992, -83.97604299978457 34.25012200023019, -83.97639399978323 34.25013700002256, -83.97651700005946 34.25014200025316, -83.97657700012843 34.25014400034541, -83.97786700026182 34.25020499956111, -83.97819500009916 34.25022799972248, -83.97843100019048 34.25024000027582, -83.97865199959006 34.25024399956101, -83.97915600034912 34.2502170001145, -83.97961399988617 34.25018300034526, -83.9801330004376 34.25014799963054, -83.9806360002512 34.25009099969992, -83.98142199962552 34.25001499979248, -83.98200200029203 34.24995399967742, -83.98271099971282 34.24988500009272, -83.98368000033173 34.24980099981633, -83.98410700023783 34.24975500039301, -83.98509199979596 34.24963700034732, -83.98524399961087 34.24963700034732, -83.98550399990961 34.24961800037045, -83.98554900018615 34.24961800037045, -83.98582400027738 34.249614000186, -83.98627400034479 34.2496490000014, -83.98660200018213 34.24969100013959, -83.98688499974293 34.24973600041614, -83.98739599992541 34.2498619999314, -83.988577999575 34.25016000018394, -83.98860900010521 34.25016699960742, -83.98947899975599 34.25041100006763, -83.99006599984597 34.25054499995185, -83.99065299993595 34.2506480002051, -83.9916829997706 34.25082000004301, -83.9923010003908 34.25090400031939, -83.99281299972012 34.25098000022689, -83.99316399971877 34.25102200036508, -83.99360600031662 34.25107900029571, -83.99407899964609 34.25114799988035, -83.99456000024378 34.25119700034134, -83.99499499961951 34.25125100013361, -83.99546000037867 34.25128900008735, -83.99552899996331 34.25129999969528, -83.99590300012329 34.25133100022555, -83.99616200037599 34.25134600001792, -83.99642900009826 34.25135400038687, -83.9967109996129 34.25136499999479, -83.99729899974898 34.25137699964887, -83.99763399990911 34.25137999978722, -83.99752500027853 34.25183199994689, -83.997368000233 34.25213000019943, -83.9968650004194 34.25260200038207, -83.99623700023733 34.25316700035683, -83.99593799993869 34.25351300012488, -83.99574199989337 34.25380700019298, -83.99572700010094 34.25397399980028, -83.99571200030852 34.25410000021486, -83.99571899973199 34.25422999991463, -83.99577300042358 34.2544280000522, -83.99585699980065 34.25467999998205, -83.99596400023836 34.25504599977313, -83.99604699956933 34.25538199997936, -83.99608599956917 34.25562600043963, -83.99610100026092 34.25581300006996, -83.99609299989197 34.25604199983849, -83.99606999973065 34.25626300013738, -83.99601699998453 34.25654200041305, -83.99595599986947 34.25681300031977, -83.99587999996197 34.25713299978815, -83.99583399963933 34.25732000031781, -83.99579599968558 34.25754099971743, -83.99546000037867 34.25933799984887, -83.9954289998484 34.25994399991572, -83.99545200000978 34.26028799959158, -83.9954750001711 34.26048200044403, -83.99552099959442 34.26070399988976, -83.99556699991706 34.26091000039628, -83.99565799961692 34.26114599958828, -83.99575000026226 34.26132499974898, -83.99599399982321 34.26173000043923, -83.99616999984556 34.26197400000018, -83.99633700035224 34.26219100011463, -83.99645899968306 34.26235100029845, -83.99655100032834 34.26243899986002, -83.99671899998185 34.2626070004128, -83.99730600007183 34.2632100003413, -83.99806199986136 34.26391599962375, -83.99845099981377 34.26424699959939, -83.99890800020398 34.26458699999012, -83.99904600027264 34.2647009998513, -83.99912200018014 34.26478900031219, -83.99915299981103 34.26490700035782, -83.99916799960346 34.26500999971176, -83.99915299981103 34.26512100033398)))"
